"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"242",242,41,"Self-Employed",196001,"HS-grad",9,"Married","Service","Wife","White","Female",20," United-States",0,"cat_3"
"243",243,24,"Other-Govt",273905,"Assoc-acdm",12,"Married","Other-Occupations","Husband","White","Male",50," United-States",0,"cat_2"
"245",245,38,"Private",179488,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"246",246,56,"Private",203580,"HS-grad",9,"Married","Admin","Husband","White","Male",35," ?",0,"cat_4"
"247",247,58,"Private",236596,"HS-grad",9,"Married","Admin","Husband","White","Male",45," United-States",1,"cat_4"
"248",248,32,"Private",183916,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",34," United-States",0,"cat_2"
"249",249,40,"Private",207578,"Assoc-acdm",12,"Married","Other-Occupations","Husband","White","Male",60," United-States",1,"cat_3"
"250",250,45,"Private",153141,"HS-grad",9,"Married","Admin","Husband","White","Male",40," ?",0,"cat_3"
"251",251,41,"Private",112763,"Prof-school",15,"Married","Professional","Wife","White","Female",40," United-States",1,"cat_3"
"252",252,42,"Private",390781,"Bachelors",13,"Married","Admin","Wife","Black","Female",40," United-States",0,"cat_3"
"253",253,59,"Other-Govt",171328,"10th",6,"Widowed","Service","Unmarried","Black","Female",30," United-States",0,"cat_4"
"254",254,19,"Other-Govt",27382,"Some-college",10,"Not-Married","Admin","Own-child","White","Male",40," United-States",0,"cat_1"
"255",255,58,"Private",259014,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",20," United-States",0,"cat_4"
"256",256,42,"Self-Employed",303044,"HS-grad",9,"Married","Blue-Collar","Husband","Asian-Pac-Islander","Male",40," Cambodia",1,"cat_3"
"257",257,20,"Private",117789,"HS-grad",9,"Not-Married","Service","Own-child","White","Female",40," United-States",0,"cat_1"
"258",258,32,"Private",172579,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",30," United-States",0,"cat_2"
"259",259,45,"Private",187666,"Assoc-voc",11,"Widowed","White-Collar","Not-in-family","White","Female",45," United-States",0,"cat_3"
"260",260,50,"Private",204518,"7th-8th",4,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"261",261,36,"Private",150042,"Bachelors",13,"Not-Married","Professional","Own-child","White","Female",40," United-States",0,"cat_3"
"262",262,45,"Private",98092,"HS-grad",9,"Married","Sales","Husband","White","Male",60," United-States",0,"cat_3"
"263",263,17,"Private",245918,"11th",7,"Not-Married","Service","Own-child","White","Male",12," United-States",0,"cat_1"
"264",264,59,"Private",146013,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_4"
"265",265,26,"Private",378322,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"266",266,37,"Self-Employed",257295,"Some-college",10,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",75," Thailand",1,"cat_3"
"268",268,64,"Private",21174,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"269",269,33,"Private",185480,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",45," United-States",0,"cat_2"
"270",270,33,"Private",222205,"HS-grad",9,"Married","Blue-Collar","Wife","White","Female",40," United-States",1,"cat_2"
"271",271,61,"Private",69867,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"272",272,17,"Private",191260,"9th",5,"Not-Married","Service","Own-child","White","Male",24," United-States",0,"cat_1"
"273",273,50,"Self-Employed",30653,"Masters",14,"Married","Blue-Collar","Husband","White","Male",98," United-States",0,"cat_4"
"274",274,27,"Other-Govt",209109,"Masters",14,"Not-Married","Professional","Own-child","White","Male",35," United-States",0,"cat_2"
"275",275,30,"Private",70377,"HS-grad",9,"Not-Married","Professional","Own-child","White","Female",40," United-States",0,"cat_2"
"276",276,43,"Private",477983,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_3"
"277",277,44,"Private",170924,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"278",278,35,"Private",190174,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_3"
"279",279,25,"Private",193787,"Some-college",10,"Not-Married","Other-Occupations","Own-child","White","Female",40," United-States",0,"cat_2"
"280",280,24,"Private",279472,"Some-college",10,"Married","Blue-Collar","Wife","White","Female",48," United-States",1,"cat_2"
"281",281,22,"Private",34918,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",15," Germany",0,"cat_2"
"282",282,42,"Other-Govt",97688,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"283",283,34,"Private",175413,"Assoc-acdm",12,"Not-Married","Sales","Unmarried","Black","Female",45," United-States",0,"cat_2"
"284",284,60,"Private",173960,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",42," United-States",0,"cat_4"
"285",285,21,"Private",205759,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"286",286,57,"Federal-Govt",425161,"Masters",14,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"287",287,41,"Private",220531,"Prof-school",15,"Married","Professional","Husband","White","Male",60," United-States",1,"cat_3"
"288",288,50,"Private",176609,"Some-college",10,"Not-Married","Service","Not-in-family","White","Male",45," United-States",0,"cat_4"
"289",289,25,"Private",371987,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_2"
"290",290,50,"Private",193884,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",40," Ecuador",0,"cat_4"
"291",291,36,"Private",200352,"Bachelors",13,"Married","Professional","Husband","White","Male",45," United-States",0,"cat_3"
"292",292,31,"Private",127595,"HS-grad",9,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_2"
"293",293,29,"Other-Govt",220419,"Bachelors",13,"Not-Married","Other-Occupations","Not-in-family","White","Male",56," United-States",0,"cat_2"
"294",294,21,"Private",231931,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",45," United-States",0,"cat_2"
"295",295,27,"Private",248402,"Bachelors",13,"Not-Married","Other-Occupations","Unmarried","Black","Female",40," United-States",0,"cat_2"
"296",296,65,"Private",111095,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",16," United-States",0,"cat_4"
"297",297,37,"Self-Employed",57424,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Female",60," United-States",0,"cat_3"
"299",299,24,"Private",278130,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"300",300,38,"Private",169469,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Male",80," United-States",0,"cat_3"
"301",301,48,"Private",146268,"Bachelors",13,"Married","Admin","Husband","White","Male",40," United-States",1,"cat_4"
"302",302,21,"Private",153718,"Some-college",10,"Not-Married","Service","Not-in-family","Asian-Pac-Islander","Female",25," United-States",0,"cat_2"
"303",303,31,"Private",217460,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",1,"cat_2"
"304",304,55,"Private",238638,"HS-grad",9,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"305",305,24,"Private",303296,"Some-college",10,"Married","Admin","Wife","Asian-Pac-Islander","Female",40," Laos",0,"cat_2"
"306",306,43,"Private",173321,"HS-grad",9,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_3"
"307",307,26,"Private",193945,"Assoc-acdm",12,"Not-Married","Other-Occupations","Not-in-family","White","Male",45," United-States",0,"cat_2"
"308",308,46,"Private",83082,"Assoc-acdm",12,"Not-Married","Professional","Not-in-family","White","Female",33," United-States",0,"cat_4"
"309",309,35,"Private",193815,"Assoc-acdm",12,"Married","Admin","Husband","White","Male",40," United-States",1,"cat_3"
"310",310,41,"Self-Employed",34987,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",54," United-States",1,"cat_3"
"311",311,26,"Private",59306,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_2"
"312",312,34,"Private",142897,"Masters",14,"Married","White-Collar","Husband","Asian-Pac-Islander","Male",35," Taiwan",1,"cat_2"
"314",314,36,"Self-Employed",205607,"Bachelors",13,"Not-Married","Professional","Not-in-family","Black","Female",40," United-States",1,"cat_3"
"315",315,22,"Private",199698,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",15," United-States",0,"cat_2"
"316",316,24,"Private",191954,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"317",317,77,"Self-Employed",138714,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_5"
"318",318,22,"Private",399087,"5th-6th",3,"Married","Blue-Collar","Other-relative","White","Female",40," Mexico",0,"cat_2"
"319",319,29,"Private",423158,"Some-college",10,"Not-Married","Other-Occupations","Not-in-family","White","Female",40," United-States",0,"cat_2"
"320",320,62,"Private",159841,"HS-grad",9,"Widowed","Service","Not-in-family","White","Female",24," United-States",0,"cat_4"
"321",321,39,"Self-Employed",174308,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"322",322,43,"Private",50356,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_3"
"323",323,35,"Private",186110,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",0,"cat_3"
"324",324,29,"Private",200381,"11th",7,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_2"
"325",325,76,"Self-Employed",174309,"Masters",14,"Married","Blue-Collar","Husband","White","Male",10," United-States",0,"cat_5"
"326",326,63,"Self-Employed",78383,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_4"
"328",328,43,"Private",187728,"Some-college",10,"Married","Professional","Wife","White","Female",50," United-States",1,"cat_3"
"329",329,58,"Self-Employed",321171,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"330",330,66,"Private",127921,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",55," United-States",0,"cat_5"
"331",331,41,"Private",206565,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","Black","Male",45," United-States",0,"cat_3"
"332",332,26,"Private",224563,"Bachelors",13,"Not-Married","Admin","Not-in-family","White","Male",40," United-States",0,"cat_2"
"333",333,47,"Private",178686,"Assoc-voc",11,"Not-Married","Service","Not-in-family","White","Male",40," United-States",0,"cat_4"
"334",334,55,"Other-Govt",98545,"10th",6,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_4"
"335",335,53,"Private",242606,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"336",336,17,"Private",270942,"5th-6th",3,"Not-Married","Service","Other-relative","White","Male",48," Mexico",0,"cat_1"
"337",337,30,"Private",94235,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","White","Male",40," United-States",0,"cat_2"
"338",338,49,"Private",71195,"Masters",14,"Not-Married","Professional","Not-in-family","White","Male",60," United-States",0,"cat_4"
"339",339,19,"Private",104112,"HS-grad",9,"Not-Married","Sales","Unmarried","Black","Male",30," Haiti",0,"cat_1"
"340",340,45,"Private",261192,"HS-grad",9,"Married","Service","Husband","Black","Male",40," United-States",0,"cat_3"
"341",341,26,"Private",94936,"Assoc-acdm",12,"Not-Married","Sales","Not-in-family","White","Male",40," United-States",0,"cat_2"
"342",342,38,"Private",296478,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"343",343,36,"Other-Govt",119272,"HS-grad",9,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_3"
"344",344,33,"Private",85043,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",20," United-States",0,"cat_2"
"345",345,22,"Other-Govt",293364,"Some-college",10,"Not-Married","Other-Occupations","Own-child","Black","Female",40," United-States",0,"cat_2"
"346",346,43,"Self-Employed",241895,"Bachelors",13,"Not-Married","Sales","Not-in-family","White","Male",42," United-States",0,"cat_3"
"349",349,56,"Private",101128,"Assoc-acdm",12,"Not-Married","Service","Not-in-family","White","Male",25," Iran",0,"cat_4"
"350",350,31,"Private",156464,"Bachelors",13,"Not-Married","Professional","Own-child","White","Male",25," United-States",0,"cat_2"
"351",351,33,"Private",117963,"Bachelors",13,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_2"
"352",352,26,"Private",192262,"HS-grad",9,"Married","Service","Husband","White","Male",40," United-States",0,"cat_2"
"353",353,33,"Private",111363,"Bachelors",13,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_2"
"354",354,46,"Other-Govt",329752,"11th",7,"Married","Blue-Collar","Husband","White","Male",30," United-States",0,"cat_4"
"356",356,38,"Federal-Govt",95432,"HS-grad",9,"Married","Admin","Husband","White","Male",40," United-States",1,"cat_3"
"357",357,65,"Private",161400,"11th",7,"Widowed","Service","Unmarried","Other","Male",40," United-States",0,"cat_4"
"358",358,40,"Private",96129,"Assoc-voc",11,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_3"
"359",359,42,"Private",111949,"HS-grad",9,"Married","Admin","Wife","White","Female",35," United-States",0,"cat_3"
"360",360,26,"Self-Employed",117125,"9th",5,"Married","Blue-Collar","Husband","White","Male",40," Portugal",0,"cat_2"
"361",361,36,"Private",348022,"10th",6,"Married","Service","Wife","White","Female",24," United-States",0,"cat_3"
"362",362,62,"Private",270092,"Masters",14,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_4"
"363",363,43,"Private",180609,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_3"
"364",364,43,"Private",174575,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",45," United-States",1,"cat_3"
"365",365,22,"Private",410439,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Male",55," United-States",0,"cat_2"
"366",366,28,"Private",92262,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"367",367,56,"Self-Employed",183081,"Some-college",10,"Married","Sales","Husband","White","Male",45," United-States",0,"cat_4"
"368",368,22,"Private",362589,"Assoc-acdm",12,"Not-Married","Sales","Not-in-family","White","Female",15," United-States",0,"cat_2"
"369",369,57,"Private",212448,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Female",45," United-States",1,"cat_4"
"370",370,39,"Private",481060,"HS-grad",9,"Not-Married","Sales","Unmarried","White","Female",40," United-States",0,"cat_3"
"371",371,26,"Federal-Govt",185885,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",15," United-States",0,"cat_2"
"372",372,17,"Private",89821,"11th",7,"Not-Married","Service","Own-child","White","Male",10," United-States",0,"cat_1"
"373",373,40,"Other-Govt",184018,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",38," United-States",1,"cat_3"
"374",374,45,"Private",256649,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_3"
"375",375,44,"Private",160323,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_3"
"376",376,20,"Other-Govt",350845,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",10," United-States",0,"cat_1"
